0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.2109246850013733,0.3138943612575531,0.38543614745140076,0.4096381962299347,0.44150686264038086,0.3326451778411865,0.3537585139274597,0.36176660656929016,0.3703927993774414,0.26931890845298767,0.28644922375679016,0.29741641879081726,0.3114556670188904,0.2061571180820465,0.2148943990468979,0.22221460938453674,0.23502592742443085,0.14036311209201813,0.136736199259758,0.14218895137310028,0.15281230211257935,0.8049315214157104,0.7535895109176636,0.6554158329963684,0.5506857633590698,0.4744965136051178,0.515412449836731,0.4269711673259735,0.37939542531967163,0.334225594997406,0.4899521768093109,0.39561715722084045,0.34599053859710693,0.3006817102432251,0.4918256402015686,0.38552260398864746,0.32456526160240173,0.27091366052627563,0.5198768377304077,0.43552982807159424,0.38634824752807617,0.3407230079174042,0
0.24377550184726715,0.3449166715145111,0.41834038496017456,0.4481639862060547,0.4718281924724579,0.35442426800727844,0.37500855326652527,0.3844953179359436,0.3913842439651489,0.2944298982620239,0.31298208236694336,0.3258720636367798,0.3379019498825073,0.23365557193756104,0.2401537299156189,0.24446746706962585,0.25257542729377747,0.17044690251350403,0.16331464052200317,0.16305628418922424,0.1678527295589447,0.7924060225486755,0.7345399856567383,0.6340146660804749,0.5382323265075684,0.4619073271751404,0.5058778524398804,0.40926143527030945,0.3506915271282196,0.2950489819049835,0.4801332950592041,0.3673730492591858,0.2982185184955597,0.23699918389320374,0.4817609190940857,0.3601735830307007,0.2877511978149414,0.2239885926246643,0.5097548961639404,0.41468167304992676,0.35519957542419434,0.2988848090171814,0
0.26811495423316956,0.36558231711387634,0.4419933557510376,0.48296791315078735,0.5234856605529785,0.36270591616630554,0.38625940680503845,0.3978794813156128,0.40635520219802856,0.3008902370929718,0.3214925527572632,0.33444944024086,0.3446795344352722,0.23917990922927856,0.24038326740264893,0.241069495677948,0.24491284787654877,0.1775514781475067,0.1628420352935791,0.15728197991847992,0.1575307548046112,0.817025363445282,0.764572262763977,0.6668241024017334,0.574522078037262,0.5098243951797485,0.5193364024162292,0.4080977737903595,0.33730244636535645,0.2717929184436798,0.4971592128276825,0.3630061745643616,0.27894318103790283,0.2063128650188446,0.5070353150367737,0.3701789975166321,0.2869809567928314,0.21591532230377197,0.5453292727470398,0.4452734589576721,0.380470335483551,0.31851011514663696,0
0.26868146657943726,0.36920639872550964,0.445281982421875,0.48720160126686096,0.5193619728088379,0.3666211664676666,0.3911910653114319,0.40172630548477173,0.4084557294845581,0.3040115237236023,0.32406818866729736,0.3356911540031433,0.344839483499527,0.24132409691810608,0.24149642884731293,0.24188268184661865,0.2454966902732849,0.1786232888698578,0.1627081036567688,0.15592196583747864,0.15528638660907745,0.8282941579818726,0.766936182975769,0.6689104437828064,0.5777417421340942,0.5082122087478638,0.5163215398788452,0.4040144681930542,0.33289268612861633,0.267069935798645,0.49523141980171204,0.3620666265487671,0.27805808186531067,0.20328637957572937,0.50632643699646,0.37287870049476624,0.2907008230686188,0.21803396940231323,0.5471010208129883,0.45032575726509094,0.3851780295372009,0.32123085856437683,0
0.2667251229286194,0.370167076587677,0.4479370415210724,0.5009784698486328,0.5459813475608826,0.37395215034484863,0.402056485414505,0.41754478216171265,0.42747849225997925,0.30983787775039673,0.3316105902194977,0.34519273042678833,0.35432592034339905,0.24416834115982056,0.24425950646400452,0.2443743646144867,0.2466949224472046,0.17861667275428772,0.16219067573547363,0.1525982767343521,0.14787507057189941,0.8733237981796265,0.8152057528495789,0.7227101922035217,0.6424373388290405,0.5902735590934753,0.5591999292373657,0.4379608631134033,0.3641086220741272,0.2962474524974823,0.5379635691642761,0.3943398892879486,0.3054567575454712,0.22932615876197815,0.5497369170188904,0.40904343128204346,0.3214716911315918,0.24735289812088013,0.5901197791099548,0.4879532754421234,0.4217803478240967,0.36026808619499207,0
0.26571592688560486,0.3700854182243347,0.4515466094017029,0.5026622414588928,0.5475418567657471,0.37444770336151123,0.40457820892333984,0.41858017444610596,0.4284631609916687,0.3103480637073517,0.33215948939323425,0.34472131729125977,0.35395389795303345,0.24580584466457367,0.2472665160894394,0.2478044331073761,0.25030720233917236,0.18101166188716888,0.1626446694135666,0.15330922603607178,0.14942896366119385,0.8796932697296143,0.8198860883712769,0.7274795770645142,0.6471914052963257,0.5915266871452332,0.5556918382644653,0.4375402629375458,0.36208441853523254,0.2933773994445801,0.5339338183403015,0.394827276468277,0.30640509724617004,0.22838643193244934,0.5450904965400696,0.4079139232635498,0.3239831030368805,0.2487330138683319,0.585568904876709,0.4891684055328369,0.4240681529045105,0.36068955063819885,0
0.2595753073692322,0.3663671612739563,0.4471128582954407,0.5002449750900269,0.5488441586494446,0.3676649034023285,0.3994481563568115,0.41553130745887756,0.42604440450668335,0.3018157482147217,0.3282471299171448,0.34299448132514954,0.35295677185058594,0.2358725368976593,0.2412930428981781,0.24404719471931458,0.24729546904563904,0.17087750136852264,0.15731975436210632,0.1494469940662384,0.14545059204101562,0.9201014041900635,0.8659019470214844,0.771206259727478,0.6905665397644043,0.6391846537590027,0.5925577878952026,0.46777933835983276,0.3919888138771057,0.32044029235839844,0.5699577331542969,0.42624127864837646,0.3347671627998352,0.2524348199367523,0.5803765654563904,0.43980658054351807,0.3542639911174774,0.27887430787086487,0.6189163327217102,0.5150657296180725,0.4496048092842102,0.38814449310302734,0
0.2594868540763855,0.36573126912117004,0.4484158754348755,0.4997096657752991,0.5487163066864014,0.36872610449790955,0.40175145864486694,0.4167662262916565,0.4270089864730835,0.30375340580940247,0.3294954299926758,0.34300026297569275,0.3523375391960144,0.23871544003486633,0.24352900683879852,0.24566666781902313,0.2487441599369049,0.17336684465408325,0.15692351758480072,0.1481451392173767,0.14441710710525513,0.9212237596511841,0.8632671236991882,0.7708814740180969,0.6906766891479492,0.6389608979225159,0.5894049406051636,0.4686397910118103,0.3918801546096802,0.32108432054519653,0.567014753818512,0.425629198551178,0.3350208103656769,0.25368937849998474,0.5774353742599487,0.4383876919746399,0.3546886146068573,0.27862223982810974,0.6163914203643799,0.5173335075378418,0.4527510404586792,0.38929980993270874,0
0.24061274528503418,0.3435303568840027,0.4296905994415283,0.4912526607513428,0.5471548438072205,0.35855719447135925,0.3941898047924042,0.4101669490337372,0.42002061009407043,0.2926974892616272,0.3229736089706421,0.3383232355117798,0.3483280837535858,0.2253320813179016,0.2361603081226349,0.24170158803462982,0.24706950783729553,0.15778906643390656,0.14756599068641663,0.14144612848758698,0.1392395794391632,0.9473750591278076,0.8977853059768677,0.8094187378883362,0.7287490367889404,0.6790981292724609,0.6175623536109924,0.4934885501861572,0.41637754440307617,0.34253644943237305,0.592720091342926,0.44942355155944824,0.3584531545639038,0.274908185005188,0.6026118397712708,0.46217820048332214,0.3762485384941101,0.2981628179550171,0.6418404579162598,0.5390667915344238,0.47367793321609497,0.40980055928230286,0
0.23888269066810608,0.3437533974647522,0.4317012131214142,0.49015459418296814,0.5463808178901672,0.3595273494720459,0.39619770646095276,0.4108504056930542,0.4202157258987427,0.29417726397514343,0.3244830369949341,0.33900389075279236,0.3485136330127716,0.22801485657691956,0.23775556683540344,0.2421361804008484,0.2472279667854309,0.16029256582260132,0.14784564077854156,0.14098681509494781,0.13934095203876495,0.9470456838607788,0.8956549763679504,0.8085156679153442,0.7280649542808533,0.6767652630805969,0.617180347442627,0.4945341944694519,0.4158078134059906,0.34278160333633423,0.5918372869491577,0.4503391981124878,0.35830894112586975,0.27498966455459595,0.6003305315971375,0.46194833517074585,0.3772844672203064,0.29988786578178406,0.6370906829833984,0.5375232696533203,0.4727388024330139,0.4084933400154114,0
0.21511012315750122,0.3233797550201416,0.4147607684135437,0.48058584332466125,0.5404649972915649,0.3480410873889923,0.3857778310775757,0.4020824730396271,0.4118311405181885,0.28297966718673706,0.3149975538253784,0.3300514221191406,0.33973801136016846,0.21609416604042053,0.22984679043293,0.2361678183078766,0.2418336272239685,0.14751610159873962,0.1379595547914505,0.13274769484996796,0.13118630647659302,0.9578487873077393,0.9209625720977783,0.83629310131073,0.7543437480926514,0.7058274149894714,0.6355370879173279,0.5103433132171631,0.4308698773384094,0.35622960329055786,0.6082009077072144,0.4639349579811096,0.3708975315093994,0.28545740246772766,0.6153991222381592,0.47791630029678345,0.3924482762813568,0.3143943250179291,0.6510786414146423,0.5516431331634521,0.48734235763549805,0.4243062734603882,0
0.2142881453037262,0.3254603445529938,0.41801685094833374,0.48018354177474976,0.5414080619812012,0.3487503230571747,0.38492536544799805,0.40119144320487976,0.4119924008846283,0.28325462341308594,0.3137831687927246,0.3283092677593231,0.3386533558368683,0.2165762335062027,0.22981494665145874,0.23553191125392914,0.24146240949630737,0.14760708808898926,0.13647671043872833,0.13070951402187347,0.12882234156131744,0.9591211080551147,0.918619692325592,0.8306108713150024,0.7491952776908875,0.7028041481971741,0.6349568963050842,0.5111401081085205,0.4303636848926544,0.35499173402786255,0.6084662079811096,0.46583661437034607,0.37247440218925476,0.2869598865509033,0.6158283948898315,0.4776148200035095,0.39133864641189575,0.3122898042201996,0.651655912399292,0.5525158047676086,0.48719191551208496,0.4231314957141876,0
